,Code,deaths,X2018.people.per.sq..km,Mean_ann_earnings,median_age_2018,pm25_5yAvg,no2_5yAvg,o3_5yAvg,pm10_5yAvg,nox_5yAvg,cases,earnings_5ya.x,pop_dens_5ya,age_5ya.x,earnings_5ya.y,age_5ya.y,earnings_5ya,age_5ya,Area code,Cumulative lab-confirmed cases
143,E07000080,16,164,26008,47.9,8.1226083,6.1716458,3.7835082000000004,11.761135000000001,8.1014564,65,26139.0,163,47.4,26139.0,47.4,26139.0,47.4,E07000080,65
144,E07000081,31,3188,25840,38.9,10.022086,15.67164,3.0434718999999997,14.604373,22.461307,144,24307.2,3159,38.6,24307.2,38.6,24307.2,38.6,E07000081,144
145,E07000082,21,258,28761,46.4,9.1637619,10.616578599999999,3.5991186,13.194006,14.506387,111,29122.8,256,45.9,29122.8,45.9,29122.8,45.9,E07000082,111
146,E07000084,41,277,33830,41.0,9.249938199999999,9.1638706,4.8354456,14.314201999999998,12.441034,430,33562.6,276,40.7,33562.6,40.7,33562.6,40.7,E07000084,430
147,E07000085,22,235,40919,46.9,8.9174767,8.3576632,4.7283876,13.435123,11.231089,112,36411.2,233,46.3,36411.2,46.3,36411.2,46.3,E07000085,112
148,E07000086,17,1653,28543,42.2,10.6083821,18.907158,3.5024818999999994,15.34622,28.026491999999998,115,28511.6,1639,42.0,28511.6,42.0,28511.6,42.0,E07000086,115
149,E07000087,40,1567,33102,46.3,10.699672900000001,18.893767,3.4401412000000002,15.559204999999999,28.012382000000002,106,30949.2,1559,45.7,30949.2,45.7,30949.2,45.7,E07000087,106
150,E07000088,22,3363,25507,42.2,10.355404,22.297786,2.7791642000000003,14.747404000000001,35.360319,72,25691.2,3351,41.8,25691.2,41.8,25691.2,41.8,E07000088,72
151,E07000089,20,447,41808,43.4,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,83,38916.4,443,42.9,38916.4,42.9,38916.4,42.9,E07000089,83
152,E07000090,30,2272,27619,45.8,9.586805900000002,14.152813,3.7851217000000004,13.887806,20.127177,122,27242.4,2232,45.5,27242.4,45.5,27242.4,45.5,E07000090,122
153,E07000091,27,239,27106,50.4,8.422417800000002,9.3252266,4.5598805,12.222616,12.662196,135,26958.0,239,49.6,26958.0,49.6,26958.0,49.6,E07000091,135
154,E07000092,14,2437,33288,38.3,9.8273507,13.480369,3.8891023000000002,13.993820999999999,18.902288000000002,151,29942.4,2442,37.7,29942.4,37.7,29942.4,37.7,E07000092,151
155,E07000093,15,199,32490,44.9,8.7858634,8.307563,5.0421453000000005,13.433239000000002,11.231053,133,31460.4,196,44.6,31460.4,44.6,31460.4,44.6,E07000093,133
156,E07000095,37,1883,35279,40.1,10.280227,14.742436999999999,4.0681202,15.249975,20.74261,119,32874.4,1879,40.1,32874.4,40.1,32874.4,40.1,E07000095,119
157,E07000096,44,726,34227,40.6,9.7689412,11.692894500000001,4.1460475,14.327163,16.101761,172,35703.8,718,40.5,35703.8,40.5,35703.8,40.5,E07000096,172
158,E07000098,74,1030,38523,40.7,10.613794,16.625369,3.726365,15.592626000000001,23.845729000000002,252,35321.0,1026,40.4,35321.0,40.4,35321.0,40.4,E07000098,252
159,E07000099,20,355,33290,42.1,10.321385000000001,14.056329000000002,4.250129,15.861254,19.728870999999998,99,33933.2,353,41.8,33933.2,41.8,33933.2,41.8,E07000099,99
160,E07000103,38,4515,32829,36.7,11.012944000000001,19.558829,3.2907271000000002,15.816791,28.797299,198,33002.8,4499,36.1,33002.8,36.1,33002.8,36.1,E07000103,198
161,E07000105,17,223,29591,41.9,11.277621,14.479775,3.7999864000000003,16.675207,20.389283,160,28474.6,218,41.8,28474.6,41.8,28474.6,41.8,E07000105,160
162,E07000106,30,533,28993,38.0,10.839397,13.025307000000002,4.2144483,15.863589000000001,18.149476999999997,148,28754.4,525,38.2,28754.4,38.2,28754.4,38.2,E07000106,148
163,E07000107,29,1508,32715,37.3,12.390539,22.617026,3.0078758,18.139129,34.126917999999996,274,30525.0,1468,37.5,30525.0,37.5,30525.0,37.5,E07000107,274
164,E07000108,24,371,27654,46.4,9.8843864,14.014635,3.9706688999999997,14.296356,19.893886,85,25813.8,366,45.9,25813.8,45.9,25813.8,45.9,E07000108,85
165,E07000109,28,1074,28460,39.6,10.886708,15.129054,3.9667991999999996,16.246505,21.455689000000003,140,27008.2,1071,39.3,27008.2,39.3,27008.2,39.3,E07000109,140
166,E07000110,24,432,30868,41.4,11.719102000000001,16.014888,3.7436851000000004,16.810951,22.821353,152,30557.4,424,41.5,30557.4,41.5,30557.4,41.5,E07000110,152
167,E07000111,32,326,40393,44.1,10.2165619,12.369533,3.979659,14.829209,17.068558,129,41475.0,323,43.9,41475.0,43.9,41475.0,43.9,E07000111,129
168,E07000112,16,316,26383,46.9,9.6423459,8.075320699999999,4.373952,14.946872,10.763732000000001,80,26255.6,312,46.2,26255.6,46.2,26255.6,46.2,E07000112,80
169,E07000113,33,397,28864,41.3,10.129843,13.628723999999998,4.2531002,14.623429999999999,19.260254999999997,137,26513.8,390,41.5,26513.8,41.5,26513.8,41.5,E07000113,137
170,E07000114,31,1372,22388,44.7,10.237634199999999,10.330407199999998,4.527458599999999,15.968623000000001,14.079702,170,22004.0,1358,44.3,22004.0,44.3,22004.0,44.3,E07000114,170
171,E07000115,17,543,36707,42.3,9.9199545,10.3757451,4.2284939,14.399125,14.081485,101,35477.0,534,42.2,35477.0,42.2,35477.0,42.2,E07000115,101
172,E07000116,14,356,36271,43.0,10.510747,11.801035800000001,3.6215053,14.959357,16.239154,89,36367.6,355,42.4,36367.6,42.4,36367.6,42.4,E07000116,89
173,E07000117,20,800,23695,39.9,8.8651545,14.841911999999999,1.9863167000000002,12.477098,21.029763,100,23646.4,794,40.0,23646.4,40.0,23646.4,40.0,E07000117,100
174,E07000118,17,576,27728,43.4,9.011633900000001,15.684601,1.9790293,13.568832999999998,22.251993,128,25233.0,567,43.0,25233.0,43.0,25233.0,43.0,E07000118,128
175,E07000119,16,481,32034,50.1,7.597998599999999,10.4060525,2.4502208,11.740929,14.112058,69,28842.8,475,49.3,28842.8,49.3,28842.8,49.3,E07000119,69
176,E07000120,11,1107,25439,39.7,8.496740800000001,15.049188000000001,1.9872576000000002,12.447394000000001,21.260471,65,23059.6,1103,39.9,23059.6,39.9,23059.6,39.9,E07000120,65
177,E07000121,24,250,27394,39.7,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,481,26252.8,251,40.0,26252.8,40.0,26252.8,40.0,E07000121,481
178,E07000122,21,540,27708,39.7,7.1201836,9.4502235,2.4406555,10.1076964,12.755025999999999,79,25041.4,536,39.6,25041.4,39.6,25041.4,39.6,E07000122,79
179,E07000123,25,997,24298,35.2,8.3425108,15.439532999999999,2.0370426999999998,12.297666,21.879239000000002,157,23606.8,993,35.2,23606.8,35.2,23606.8,35.2,E07000123,157
180,E07000124,6,103,32436,47.9,6.3708317999999995,6.2485610000000005,2.6419096,9.1870519,8.1885755,43,31469.8,102,47.1,31469.8,47.1,31469.8,47.1,E07000124,43
181,E07000125,5,514,26771,42.5,7.2265972000000005,10.557919,2.1695307999999995,10.567473,14.359186,46,25508.2,509,42.2,25508.2,42.2,25508.2,42.2,E07000125,46
182,E07000126,16,979,26452,44.3,7.6042069,10.8294187,2.3577752,11.728199,14.7225,90,26826.2,973,43.8,26826.2,43.8,26826.2,43.8,E07000126,90
183,E07000127,30,329,28809,44.4,8.1955597,9.2144377,2.5140361,13.286535999999998,12.4083472,170,27033.6,327,44.1,27033.6,44.1,27033.6,44.1,E07000127,170
184,E07000128,12,394,24317,49.5,3.89174814,2.6605831,1.429549248,6.9333728,3.37835524,116,24286.2,391,48.8,24286.2,48.8,24286.2,48.8,E07000128,116
185,E07000129,14,770,28477,43.0,10.2119442,15.870884,2.8316552,15.287714999999999,22.759546,80,28003.6,755,43.1,28003.6,43.1,28003.6,43.1,E07000129,80
186,E07000130,30,655,27129,38.5,10.303407,15.553073999999999,2.7941931,15.507245000000001,22.354022,98,25849.6,642,38.8,25849.6,38.8,25849.6,38.8,E07000130,98
187,E07000131,14,156,33651,46.1,9.3149541,9.8713672,3.3334919000000003,14.226917000000002,13.486069,61,33931.0,154,45.5,33931.0,45.5,33931.0,45.5,E07000131,61
188,E07000132,18,378,25750,45.0,9.5840676,10.1458539,3.2828146,14.733703,13.846556,98,25293.0,372,44.7,25293.0,44.7,25293.0,44.7,E07000132,98
189,E07000133,14,106,24053,47.1,9.456926600000001,8.9690523,3.3899147000000003,14.861502999999999,12.1342,38,23213.4,106,46.2,23213.4,46.2,23213.4,46.2,E07000133,38
190,E07000134,27,366,28006,43.9,10.53115,12.54205,2.9951716,15.911361,17.429727,89,25631.6,356,43.7,25631.6,43.7,25631.6,43.7,E07000134,89
191,E07000135,18,2425,23642,42.7,10.0606786,15.605405,2.8200790000000002,14.763987,22.456092,59,22876.8,2403,42.9,22876.8,42.9,22876.8,42.9,E07000135,59
192,E07000136,10,190,21573,41.8,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,69,20173.4,187,42.1,20173.4,42.1,20173.4,42.1,E07000136,69
193,E07000137,12,80,23634,52.0,9.2660427,9.1349216,3.9292632000000003,15.652028,12.352491,65,23550.0,79,51.2,23550.0,51.2,23550.0,51.2,E07000137,65
194,E07000139,19,126,28639,46.1,9.774315699999999,9.3287095,3.4687974,16.468816,12.642422,94,26479.0,124,45.7,26479.0,45.7,26479.0,45.7,E07000139,94
195,E07000140,12,125,25558,46.2,9.8966279,12.881917199999998,4.6146346,14.064772,18.329473,55,24331.6,124,45.9,24331.6,45.9,24331.6,45.9,E07000140,55
196,E07000141,12,150,25972,46.2,9.6138735,8.7014101,3.6700565000000003,15.795781,11.742982000000001,77,26294.2,149,45.4,26294.2,45.4,26294.2,45.4,E07000141,77
197,E07000143,11,107,23143,46.4,9.581935000000001,7.816957899999999,5.266268599999999,15.493535000000001,10.437548,89,21829.6,105,45.8,21829.6,45.8,21829.6,45.8,E07000143,89
198,E07000144,13,234,26363,48.0,9.898942100000001,10.7809457,4.7336051,15.533349,14.775376000000001,76,24375.8,232,47.6,24375.8,47.6,24375.8,47.6,E07000144,76
199,E07000145,16,570,21918,45.7,10.4891346,16.568495000000002,3.8975665999999998,14.927307,24.66913,111,21479.8,568,45.0,21479.8,45.0,21479.8,45.0,E07000145,111
200,E07000146,32,106,24498,47.4,10.042760099999999,10.1619828,4.9086044,16.204705999999998,13.859126000000002,160,23317.0,105,46.7,23317.0,46.7,23317.0,46.7,E07000146,160
201,E07000147,13,109,21427,53.8,9.668937699999999,8.279963,4.865081299999999,15.777459,11.094444000000001,56,20872.4,108,53.1,20872.4,53.1,20872.4,53.1,E07000147,56
202,E07000148,1,3617,25987,33.3,11.113186,17.252489,3.9653211,16.063879999999997,25.073304999999998,78,24420.4,3573,33.6,24420.4,33.6,24420.4,33.6,E07000148,78
203,E07000149,11,152,28675,46.2,9.8403229,8.5639522,5.3235359,16.030877,11.494946,72,27186.8,149,46.0,27186.8,46.0,27186.8,46.0,E07000149,72
204,E07000150,8,882,22986,37.4,9.6900568,14.527601999999998,2.9482487999999996,14.205066,20.685425,47,22833.8,858,37.3,22833.8,37.3,22833.8,37.3,E07000150,47
205,E07000151,16,128,31238,45.1,9.6736437,12.1638318,3.3544832,14.172332,16.895745,68,31751.2,124,45.1,31751.2,45.1,31751.2,45.1,E07000151,68
206,E07000152,27,184,32021,44.6,9.4734474,9.699442800000002,3.6586538,14.666835999999998,13.206268,84,29254.0,181,44.0,29254.0,44.0,29254.0,44.0,E07000152,84
207,E07000153,16,434,27304,41.2,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,100,26343.2,426,41.1,26343.2,41.1,26343.2,41.1,E07000153,100
208,E07000154,49,2787,27777,37.2,11.312459,19.66451,2.6819202,17.133576,29.361289000000003,260,26521.4,2765,36.8,26521.4,36.8,26521.4,36.8,E07000154,260
209,E07000155,13,146,33455,45.2,9.3128265,8.3160304,4.0215197,14.288958,11.153478999999999,82,32248.4,144,44.9,32248.4,44.9,32248.4,44.9,E07000155,82
210,E07000156,11,487,23647,41.9,10.79627,15.505281,3.1046818,16.3624,22.172985,68,25940.8,481,41.8,25940.8,41.8,25940.8,41.8,E07000156,68
211,E07000164,18,70,27639,49.4,7.7540157999999995,6.668340299999999,3.6268909,12.795117999999999,8.7648561,98,26152.2,69,48.5,26152.2,48.5,26152.2,48.5,E07000164,98
212,E07000168,17,133,22600,49.7,8.2583226,10.1287084,3.8261995000000004,12.406868,13.74591,85,21689.4,133,48.9,21689.4,48.9,21689.4,48.9,E07000168,85
213,E07000169,8,149,32728,44.6,9.1211125,12.174028300000002,2.9369958,14.418023999999999,16.978258,42,28651.6,147,44.3,28651.6,44.3,28651.6,44.3,E07000169,42
214,E07000170,37,1161,25083,42.1,4.13760736,3.0250346,1.325921184,7.50008666,3.87725938,95,23409.8,1144,42.1,23409.8,42.1,23409.8,42.1,E07000170,95
215,E07000171,10,183,24794,45.6,9.677308,11.249064,2.72865,15.97695,15.545910000000001,85,24324.4,182,45.1,24324.4,45.1,24324.4,45.1,E07000171,85
216,E07000172,24,1414,32044,43.2,10.674894,20.008146,2.14857,15.985498000000002,29.665017,109,30635.8,1406,43.1,30635.8,43.1,30635.8,43.1,E07000172,109
217,E07000174,33,1419,21600,42.1,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,81,20980.8,1407,42.0,20980.8,42.0,20980.8,42.0,E07000174,81
218,E07000175,24,187,27586,45.2,9.9743482,9.8192974,2.9790647,16.732959,13.363538,87,25716.2,185,44.8,25716.2,44.8,25716.2,44.8,E07000175,87
219,E07000176,17,288,36684,43.9,10.4367991,11.253029,3.0743949,16.928387,15.494898999999998,90,34675.6,284,43.8,34675.6,43.8,34675.6,43.8,E07000176,90
220,E07000177,28,253,31298,41.1,9.9562153,11.833163,3.8808974999999997,15.528167000000002,16.335988,179,29596.6,250,40.8,29596.6,40.8,29596.6,40.8,E07000177,179
221,E07000178,22,3384,30401,29.0,10.662325,18.305772,3.1906534,15.544048000000002,27.148488,291,29763.2,3385,29.9,29763.2,29.9,29763.2,29.9,E07000178,291
222,E07000179,23,207,40886,44.3,9.401392900000001,9.613686,4.1927313999999996,13.892541,13.078413000000001,164,40011.4,206,43.8,40011.4,43.8,40011.4,43.8,E07000179,164
223,E07000180,51,232,35462,42.6,9.2817024,8.2158054,4.3960256,14.163289,11.038528,145,32882.2,225,42.7,32882.2,42.7,32882.2,42.7,E07000180,145
224,E07000181,27,154,28948,44.4,9.040846,7.3019099,4.2307193,13.558891000000001,9.7236099,121,30255.0,153,43.8,30255.0,43.8,30255.0,43.8,E07000181,121
225,E07000187,7,155,25863,46.6,8.589175599999999,7.2393265,3.1787673,12.921275,9.606862199999998,20,25179.4,153,45.9,25179.4,45.9,25179.4,45.9,E07000187,20
226,E07000188,11,218,26472,46.5,8.4573298,11.1966427,2.7907484,13.2253,15.298670999999999,77,25781.0,215,45.9,25781.0,45.9,25781.0,45.9,E07000188,77
227,E07000189,12,175,23211,47.2,8.1880541,5.8873844,3.285029,12.585442,7.711085099999999,55,22600.0,174,46.6,22600.0,46.6,22600.0,46.6,E07000189,55
228,E07000192,32,1269,25444,42.6,9.1036424,12.907457,2.9847767999999997,13.256596,17.986303,107,24538.2,1258,42.3,24538.2,42.3,24538.2,42.3,E07000192,107
229,E07000193,36,306,26344,42.1,8.256160000000001,8.7085594,2.8926008999999997,12.246886,11.700859,133,24736.0,303,41.9,24736.0,41.9,24736.0,41.9,E07000193,133
230,E07000195,27,614,24887,41.9,8.807635099999999,15.898776000000002,2.2040724,13.293013,22.691264,104,22826.0,607,42.0,22826.0,42.0,22826.0,42.0,E07000195,104
231,E07000196,37,275,30398,47.7,8.451,7.9715819,3.7268697,13.174496,10.628347,173,27995.2,274,47.1,27995.2,47.1,27995.2,47.1,E07000196,173
232,E07000197,21,227,28083,45.2,9.155713,14.210172,2.8142325,13.367598999999998,19.964419,88,27272.4,224,44.8,27272.4,44.8,27272.4,44.8,E07000197,88
233,E07000198,17,171,26212,48.2,7.626138,8.4151368,2.5558981,10.990658,11.278959,61,24923.6,171,47.5,24923.6,47.5,24923.6,47.5,E07000198,61
234,E07000199,26,2485,25739,41.2,4.13760736,3.0250346,1.325921184,7.50008666,3.87725938,105,24806.2,2491,40.9,24806.2,40.9,24806.2,40.9,E07000199,105
235,E07000200,12,154,36313,48.5,9.988608099999999,7.9578831999999995,5.1125834999999995,15.818975,10.608686,46,32564.0,153,47.7,32564.0,47.7,32564.0,47.7,E07000200,46
236,E07000202,30,3480,24883,37.8,11.567629,16.306526,4.0732284,16.649601,23.531670000000002,111,24221.6,3483,37.4,24221.6,37.4,24221.6,37.4,E07000202,111
237,E07000203,16,118,27972,47.6,10.181040300000001,8.2233424,5.3337517,16.684420000000003,10.995855,55,28820.0,117,46.8,28820.0,46.8,28820.0,46.8,E07000203,55
238,E07000207,40,1437,47817,42.7,8.9271719,9.954256800000001,3.6542654999999997,13.839651000000002,13.498510000000001,168,46842.2,1431,42.0,46842.2,42.0,46842.2,42.0,E07000207,168
239,E07000209,19,546,39178,37.5,10.2774316,15.663570000000002,3.6082187000000006,14.822975,22.401861,179,37871.8,541,37.7,37871.8,37.7,37871.8,37.7,E07000209,179
240,E07000210,38,338,39720,47.1,10.3021198,11.6671827,3.8559538,15.110876999999999,16.047074,144,38514.8,337,46.3,38514.8,46.3,38514.8,46.3,E07000210,144
241,E07000211,80,1144,42621,41.4,10.812777,17.754929999999998,3.2936665,16.012884,25.586707,287,38388.0,1129,41.2,38388.0,41.2,38388.0,41.2,E07000211,287
242,E07000212,22,1128,34344,38.0,10.6711982,20.784235,3.1713753,15.477610999999998,30.997996,93,33738.2,1110,38.7,33738.2,38.7,33738.2,38.7,E07000212,93
243,E07000213,34,2213,32146,41.7,10.86214,19.103888,3.2036342,15.57228,28.239201,99,33040.0,2204,41.6,33040.0,41.6,33040.0,41.6,E07000213,99
244,E07000214,10,935,41945,43.8,10.234419599999999,15.766502,3.722238,14.613626000000002,22.539258,120,37607.0,932,43.2,37607.0,43.2,37607.0,43.2,E07000214,120
245,E07000215,23,353,40378,44.2,10.161095699999999,13.908279,3.6686092000000006,15.28677,19.471037,110,35366.0,350,44.0,35366.0,44.0,35366.0,44.0,E07000215,110
246,E07000216,25,364,44350,44.6,7.65487128,21.1822004,0.293697542,11.945674,32.0081662,118,42860.2,362,44.2,42860.2,44.2,42860.2,44.2,E07000216,118
247,E07000217,13,1591,35379,40.8,10.534005,14.904973000000002,3.7213105000000004,14.83874,21.099469,89,37206.0,1589,40.1,37206.0,40.1,37206.0,40.1,E07000217,89
248,E07000218,19,228,28676,45.6,9.495989199999999,13.039983,3.0591863,14.192381,18.20341,89,26202.8,224,45.4,26202.8,45.4,26202.8,45.4,E07000218,89
249,E07000219,45,1633,25406,41.4,10.245467999999999,16.863326999999998,2.7985533,15.189338000000001,24.371799,187,24776.4,1622,41.5,24776.4,41.5,24776.4,41.5,E07000219,187
250,E07000220,15,305,31943,41.3,9.8936037,15.232806,2.997353,14.650182000000001,21.75272,80,31733.4,302,41.4,31733.4,41.4,31733.4,41.4,E07000220,80
251,E07000221,28,130,34261,48.1,9.0636532,7.7470466,3.9108883000000003,13.740426000000001,10.3326976,158,32372.4,128,47.9,32372.4,47.9,32372.4,47.9,E07000221,158
252,E07000222,29,504,36839,39.8,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,147,33907.4,497,40.0,33907.4,40.0,33907.4,40.0,E07000222,147
253,E07000224,14,723,27380,49.4,9.1787347,10.928555099999999,4.8996236,13.250485000000001,15.131810999999999,56,26011.2,714,48.8,26011.2,48.8,26011.2,48.8,E07000224,56
254,E07000225,22,154,29877,48.9,10.104645399999999,12.989034,3.7405798999999997,14.728751,18.211167,68,28586.2,152,48.3,28586.2,48.3,28586.2,48.3,E07000225,68
255,E07000226,21,2500,27167,37.2,10.606281300000001,16.557339000000002,2.9642712,15.319554,24.110762,111,27730.8,2479,36.6,27730.8,36.6,27730.8,36.6,E07000226,111
256,E07000228,41,448,36282,43.7,9.4756255,9.7996951,3.4140617,14.007164999999999,13.228717999999999,168,32283.4,443,43.3,32283.4,43.3,32283.4,43.3,E07000228,168
257,E07000229,9,3383,30228,44.8,10.2770821,13.2288513,3.1817355,14.655489000000001,18.525068,71,27540.0,3357,44.4,27540.0,44.4,27540.0,44.4,E07000229,71
258,E07000234,37,455,32175,45.5,9.5877722,15.791803,3.0353748,14.209338,22.440777999999998,140,30355.2,449,45.4,30355.2,45.4,30355.2,45.4,E07000234,140
259,E07000235,14,135,26325,50.5,8.646238199999999,6.798831599999999,3.8930086000000004,13.472441,8.976486300000001,75,25475.6,134,49.8,25475.6,49.8,25475.6,49.8,E07000235,75
260,E07000236,17,1567,23406,40.1,9.228546099999999,13.162927,3.2564634999999997,13.394421,18.315006,98,22028.6,1567,39.8,22028.6,39.8,22028.6,39.8,E07000236,98
261,E07000237,13,3062,26961,38.3,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,100,27553.8,3051,38.1,27553.8,38.1,27553.8,38.1,E07000237,100
262,E07000238,31,192,28504,48.0,8.6770238,7.908920299999999,3.8105957000000004,13.173086999999999,10.544087,126,27020.8,188,47.5,27020.8,47.5,27020.8,47.5,E07000238,126
263,E07000239,32,517,25626,46.5,9.4023214,13.059329,3.3758562999999993,13.715801999999998,18.218444,113,23799.0,513,46.0,23799.0,46.0,23799.0,46.0,E07000239,113
264,E07000240,36,914,52906,40.9,10.660403,17.354004999999997,3.6516622000000005,15.493257999999999,25.007576999999998,213,48106.0,911,40.4,48106.0,40.4,48106.0,40.4,E07000240,213
265,E07000241,39,948,31020,35.4,10.722194400000001,17.903854,3.6823186000000003,15.878081,25.945596,90,29805.4,929,35.6,29805.4,35.6,29805.4,35.6,E07000241,90
266,E07000242,34,311,45546,42.6,9.8879477,10.2306645,4.7390156999999995,15.124445999999999,13.890812,135,38531.2,308,42.1,38531.2,42.1,38531.2,42.1,E07000242,135
267,E07000243,4,3379,29805,38.1,10.734326,18.591881,3.6122318999999994,15.869643,27.306818,93,27626.4,3358,38.1,27626.4,38.1,27626.4,38.1,E07000243,93
268,E08000001,62,2041,24501,38.8,9.4970104,22.618238,1.3381553999999998,13.969397,34.359459,388,23362.8,2031,38.9,23362.8,38.9,23362.8,38.9,E08000001,388
269,E08000001,62,2041,24501,38.8,9.4970104,22.618238,1.3381553999999998,13.969397,34.359459,388,23362.8,2031,38.9,23362.8,38.9,23362.8,38.9,E08000001,388
270,E08000002,51,1911,27123,40.4,9.241408300000002,18.704883,3.4039693,13.156281,29.492665000000002,289,26665.2,1901,40.5,26665.2,40.5,26665.2,40.5,E08000002,289
271,E08000002,51,1911,27123,40.4,9.241408300000002,18.704883,3.4039693,13.156281,29.492665000000002,289,26665.2,1901,40.5,26665.2,40.5,26665.2,40.5,E08000002,289
272,E08000003,106,4735,25239,30.0,9.653284699999999,28.617765000000002,0.74548939,14.499879,46.526342,682,23857.6,4664,30.1,23857.6,30.1,23857.6,30.1,E08000003,682
273,E08000003,106,4735,25239,30.0,9.653284699999999,28.617765000000002,0.74548939,14.499879,46.526342,682,23857.6,4664,30.1,23857.6,30.1,23857.6,30.1,E08000003,682
274,E08000004,75,1655,23601,37.1,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,434,23172.2,1636,37.1,23172.2,37.1,23172.2,37.1,E08000004,434
275,E08000004,75,1655,23601,37.1,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,434,23172.2,1636,37.1,23172.2,37.1,23172.2,37.1,E08000004,434
276,E08000005,71,1391,24755,38.1,8.9145562,19.893210999999997,1.4934771,13.186888,29.451479,316,24113.6,1375,38.2,24113.6,38.2,24113.6,38.2,E08000005,316
277,E08000005,71,1391,24755,38.1,8.9145562,19.893210999999997,1.4934771,13.186888,29.451479,316,24113.6,1375,38.2,24113.6,38.2,24113.6,38.2,E08000005,316
278,E08000006,137,2617,24908,35.0,9.5866614,24.59471,1.13617435,14.266425,38.333762,410,24212.4,2571,35.1,24212.4,35.1,24212.4,35.1,E08000006,410
279,E08000006,137,2617,24908,35.0,9.5866614,24.59471,1.13617435,14.266425,38.333762,410,24212.4,2571,35.1,24212.4,35.1,24212.4,35.1,E08000006,410
280,E08000007,100,2315,30372,42.5,9.5657031,23.957570999999998,1.18486088,14.055133999999999,36.838260999999996,475,28246.2,2302,42.6,28246.2,42.6,28246.2,42.6,E08000007,475
281,E08000007,100,2315,30372,42.5,9.5657031,23.957570999999998,1.18486088,14.055133999999999,36.838260999999996,475,28246.2,2302,42.6,28246.2,42.6,28246.2,42.6,E08000007,475
282,E08000008,75,2183,23571,40.2,9.3104403,21.497457999999998,1.2919903999999998,13.477492000000002,32.516094,279,22479.2,2167,40.5,22479.2,40.5,22479.2,40.5,E08000008,279
283,E08000008,75,2183,23571,40.2,9.3104403,21.497457999999998,1.2919903999999998,13.477492000000002,32.516094,279,22479.2,2167,40.5,22479.2,40.5,22479.2,40.5,E08000008,279
284,E08000009,46,2229,36338,40.6,8.3061348,15.9379,1.8040441000000003,12.348092,22.744773000000002,375,33052.2,2214,40.5,33052.2,40.5,33052.2,40.5,E08000009,375
285,E08000009,46,2229,36338,40.6,8.3061348,15.9379,1.8040441000000003,12.348092,22.744773000000002,375,33052.2,2214,40.5,33052.2,40.5,33052.2,40.5,E08000009,375
286,E08000010,52,1733,25597,42.2,8.449407199999998,17.031253,1.8439193,12.420800999999999,24.729791,359,24280.8,1724,42.0,24280.8,42.0,24280.8,42.0,E08000010,359
287,E08000010,52,1733,25597,42.2,8.449407199999998,17.031253,1.8439193,12.420800999999999,24.729791,359,24280.8,1724,42.0,24280.8,42.0,24280.8,42.0,E08000010,359
288,E08000011,24,1729,25101,39.6,8.9852059,18.176605,1.9399015,13.618129000000001,26.374337,296,23780.8,1716,40.2,23780.8,40.2,23780.8,40.2,E08000011,296
289,E08000011,24,1729,25101,39.6,8.9852059,18.176605,1.9399015,13.618129000000001,26.374337,296,23780.8,1716,40.2,23780.8,40.2,23780.8,40.2,E08000011,296
290,E08000012,213,4424,25557,34.7,8.6602219,23.244769,1.5150306,12.837555,35.826435,897,24875.0,4363,34.9,24875.0,34.9,24875.0,34.9,E08000012,897
291,E08000012,213,4424,25557,34.7,8.6602219,23.244769,1.5150306,12.837555,35.826435,897,24875.0,4363,34.9,24875.0,34.9,24875.0,34.9,E08000012,897
292,E08000013,35,1320,25877,43.0,8.9779252,19.437595,1.7095407,13.07929,28.980031,376,24381.6,1312,42.9,24381.6,42.9,24381.6,42.9,E08000013,376
293,E08000013,35,1320,25877,43.0,8.9779252,19.437595,1.7095407,13.07929,28.980031,376,24381.6,1312,42.9,24381.6,42.9,24381.6,42.9,E08000013,376
294,E08000014,89,1777,25897,46.4,8.2370875,13.0655891,2.3364092,12.637636,18.193959,477,24600.2,1755,45.9,24600.2,45.9,24600.2,45.9,E08000014,477
295,E08000014,89,1777,25897,46.4,8.2370875,13.0655891,2.3364092,12.637636,18.193959,477,24600.2,1755,45.9,24600.2,45.9,24600.2,45.9,E08000014,477
296,E08000015,116,2058,26766,44.3,7.542381,11.044175599999999,2.6059577000000003,11.817689,15.052657,551,26440.2,2005,44.0,26440.2,44.0,26440.2,44.0,E08000015,551
297,E08000015,116,2058,26766,44.3,7.542381,11.044175599999999,2.6059577000000003,11.817689,15.052657,551,26440.2,2005,44.0,26440.2,44.0,26440.2,44.0,E08000015,551
298,E08000016,55,745,25394,42.5,8.4585658,16.920314,1.70269852,12.589036,24.890707,336,23872.4,737,42.4,23872.4,42.4,23872.4,42.4,E08000016,336
