lon,lat,Code,deaths,X2018_people_per_sq_km,Mean_ann_earnings,median_age_2018,pm25_val,no2_val,o3_val,pm10_val,so2_val,nox_val
1.0802533,51.2800275,E07000106,30,533,28993.0,38.0,10.2879434,12.450438000000002,12.714795,15.437059,1.2369864000000002,16.761355000000002
0.21807,51.4443059,E07000107,29,1508,32715.0,37.3,12.671152000000001,22.581093000000003,8.8504795,18.579904000000003,2.0691171,33.327713
1.3134228,51.1251275,E07000108,24,371,27654.0,46.4,9.283006400000001,12.445722,12.340554999999998,13.666799999999999,0.8813749699999999,16.870737
0.3961726,51.3972369,E07000109,28,1074,28460.0,39.6,10.4452832,15.548435999999999,11.900027000000001,15.951770999999999,1.1054197000000001,21.583543
0.5231646,51.2748258,E07000110,24,432,30868.0,41.4,11.33407,15.634395000000001,11.785025000000001,16.441622000000002,1.5625265,21.634813
0.1961166,51.2745218,E07000111,32,326,40393.0,44.1,9.8675435,11.530703999999998,12.743179000000001,14.459581,0.94315715,15.365028999999998
1.0060721,51.0577484,E07000112,16,316,26383.0,46.9,8.9702158,8.0479912,13.734235000000002,14.437153,0.7317314100000001,10.419863000000001
0.8013698,51.3367451,E07000113,33,397,28864.0,41.3,9.684783300000001,10.3783762,13.786667,15.119131,1.05943072,13.737560000000002
1.3319866,51.3533046,E07000114,31,1372,22388.0,44.7,9.4693485,10.397689,12.992172,15.369600999999998,0.9082363499999999,13.786715999999998
0.3566598,51.2717306,E07000115,17,543,36707.0,42.3,9.357242099999999,10.399302,13.393377999999998,13.878188999999997,0.9019634700000001,13.737099
0.2673446,51.1371483,E07000116,14,356,36271.0,43.0,10.3658395,11.374523700000001,12.293687000000002,14.852274999999997,1.20106854,15.161566999999996
-2.2439196,53.7907262,E07000117,20,800,23695.0,39.9,8.038453999999998,13.086267900000001,4.064852,11.4627556,1.7059665,17.706813000000004
-2.261966,53.3084928,E07000118,17,576,27728.0,43.4,6.521403000000001,10.1926946,4.394794,9.7727779,1.2711071999999999,13.410908999999998
-2.8942601,53.7933622,E07000119,16,481,32034.0,50.1,6.8352074,9.761126999999998,4.9217112,10.983877,1.3352815599999999,12.773518000000001
-2.3900549,53.7607317,E07000120,11,1107,25439.0,39.7,8.1531324,12.82756,4.159001600000001,11.923051000000003,1.6712675999999997,17.248556999999998
-2.7990345,54.0484068,E07000121,24,250,27394.0,39.7,7.381377800000001,11.313467499999998,4.449226899999999,10.771044700000001,1.35111041,15.038447999999999
-2.1717795,53.8790402,E07000122,21,540,27708.0,39.7,6.671892,8.343641100000001,4.7790488,9.5685891,1.2361235000000002,10.804211399999998
-2.6992717,53.7593363,E07000123,25,997,24298.0,35.2,8.114275699999999,13.641234,4.3019607,11.970218,1.6524282,18.463375
-2.422856,53.9026441,E07000124,6,103,32436.0,47.9,5.871634200000001,5.773517700000001,5.1869038000000005,8.6376488,0.82483742,7.299906399999999
-2.2614398,53.6848806,E07000125,5,514,26771.0,42.5,6.700124300000001,9.0732921,4.390093899999999,9.8903131,1.3091639000000002,11.800511
-2.7330066,53.7271527,E07000126,16,979,26452.0,44.3,7.1073914,9.599592099999999,4.8277758,11.164619,1.1694134999999999,12.523161999999997
-2.8565713,53.6109397,E07000127,30,329,28809.0,44.4,7.3310162000000005,8.434174600000002,5.1907431,12.650083,1.5372105999999999,10.947778699999997
-2.8389532,53.9000859,E07000128,12,394,24317.0,49.5,6.2798827,6.315036999999999,5.3170502,10.4496938,0.80040751,8.013238099999999
-1.1646389,52.5731976,E07000129,14,770,28477.0,43.0,9.398952699999999,13.556571,3.9655639999999996,14.569436000000001,1.2947569,18.396489000000003
-1.1370833,52.7392639,E07000130,30,655,27129.0,38.5,9.104736800000001,13.694956,4.174631799999999,14.328624999999999,1.8437166,18.689423
-0.9200445,52.5385689,E07000131,14,156,33651.0,46.1,8.589987,7.8112756,4.0134597,13.804368999999998,0.80703188,10.085513299999999
-1.417191,52.608409,E07000132,18,378,25750.0,45.0,8.347461800000001,8.6530044,5.597409400000001,13.673196999999998,1.1095116999999999,11.25171
-0.8592867,52.8117106,E07000133,14,106,24053.0,47.1,8.3378857,7.203048699999999,4.912903300000001,14.000905,0.93997896,9.2460974
-1.3965047,52.7704201,E07000134,27,366,28006.0,43.9,8.6505131,10.720986100000001,4.974944,14.061201999999998,1.8414785999999999,14.164932000000002
-1.0997802,52.5870666,E07000135,18,2425,23642.0,42.7,9.3275054,13.037680999999997,3.8307437,14.192509999999999,1.2464252,17.682745999999998
-0.0239836,52.9770408,E07000136,10,190,21573.0,41.8,9.5184516,12.190581,7.553796800000001,15.386458999999999,1.4489261,16.464751
0.0127758,53.2680103,E07000137,12,80,23634.0,52.0,8.661045500000002,8.415366600000002,7.664979700000001,15.652247999999997,0.7252815100000001,10.960846
-0.5392172,53.2336301,E07000138,6,2775,22664.0,33.5,9.563768400000003,13.542678,5.4767413,15.596692999999998,1.7085057,18.535261
-0.4473539,53.0725292,E07000139,19,126,28639.0,46.1,8.924143400000002,7.9292394999999996,6.434896499999999,16.195458000000002,0.96356159,10.258637
-0.0012628,52.8127195,E07000140,12,125,25558.0,46.2,9.454010399999998,8.1675474,8.625842,16.438921,1.01409916,10.5739563
-0.4951925,52.8502665,E07000141,12,150,25972.0,46.2,8.7778288,7.1225922000000015,6.1275966,15.458568,0.8203280900000001,9.1421749
-0.5035288,53.3977285,E07000142,5,82,27685.0,47.9,8.9344725,8.1436393,6.437581800000001,16.244099999999996,1.1337251000000002,10.566749999999999
0.7590358,52.5903063,E07000143,11,107,23143.0,46.4,9.4034464,6.6933411000000005,11.516794,15.979686000000004,0.7262731,8.5530648
1.2564875,52.6928977,E07000144,13,234,26363.0,48.0,9.4708456,9.4754409,9.880372699999999,15.494778000000002,0.9815357499999999,12.423319
1.7314845,52.6071742,E07000145,16,570,21918.0,45.7,9.864456,19.402542999999998,8.030482000000003,14.415764999999999,1.3685038100000002,29.414189
0.4348749,52.7131627,E07000146,32,106,24498.0,47.4,9.7674029,8.2669646,10.647008,16.568682,1.0747628800000002,10.7110415
1.1276598,52.835652,E07000147,13,109,21427.0,53.8,9.1490346,7.26652,9.077341700000002,15.820883,0.82706557,9.3405997
1.29227,52.628606,E07000148,1,3617,25987.0,33.3,10.567116,15.67663,8.914201000000002,15.797127,1.4206377,21.767669
1.3661678,52.5169106,E07000149,11,152,28675.0,46.2,9.330795599999998,7.701824600000002,12.364633000000001,15.911634999999995,0.8647184899999999,9.935545800000002
-0.7032713,52.4877341,E07000150,8,882,22986.0,37.4,9.2471387,11.520945000000001,3.6282106,14.048667,1.1136349099999998,15.375839000000003
-1.1639791,52.2646852,E07000151,16,128,31238.0,45.1,9.3009717,10.609009599999998,5.718414900000001,14.198220999999998,1.5805983000000001,14.027686999999997
-0.833333,52.25,E07000152,27,184,32021.0,44.6,10.296183099999999,14.468785000000002,5.113169600000001,16.102105,1.07946481,19.716413999999997
-0.728004,52.3994233,E07000153,16,434,27304.0,41.2,10.377742799999998,16.571680999999998,3.5855336,15.896916,1.3943344000000002,23.258172000000005
-0.8963907,52.2381355,E07000154,49,2787,27777.0,37.2,10.653191,17.325823000000003,4.709371,16.722068,1.4215557,24.464074999999998
-0.833333,52.25,E07000155,13,146,33455.0,45.2,10.296183099999999,14.468785000000002,5.113169600000001,16.102105,1.07946481,19.716413999999997
-0.6937309,52.30189,E07000156,11,487,23647.0,41.9,10.211822,13.16222,5.1192366,16.150095999999998,1.2500575,17.800439
-2.1615124,54.053753,E07000163,20,48,,50.1,5.6776933,4.6019425,5.5714128,8.204434299999999,0.64394021,5.757979300000001
-1.4368783,54.2504584,E07000164,18,70,27639.0,49.4,7.1574539,5.9157971,6.614901699999999,12.472502000000002,0.85314601,7.4832333
-1.5391039,53.9921491,E07000165,35,123,32191.0,47.0,7.1756871,11.061337400000001,5.186312099999999,10.673964999999999,1.0978651,14.689810999999997
-1.9849525,54.3574047,E07000166,7,40,24638.0,43.9,5.527687800000001,4.1415121,5.2863411,7.979173500000002,0.5294119,5.1595294
-0.8614246,54.1984242,E07000167,6,36,27708.0,50.0,7.213952999999999,5.156197400000001,7.687223800000001,12.564823,0.8302956800000001,6.4873308
-0.4011868,54.2820009,E07000168,17,133,22600.0,49.7,7.4492203,8.868412500000002,6.962020999999998,11.803758999999998,1.10598081,11.5473635
-1.0990407,53.785097,E07000169,8,149,32728.0,44.6,8.1117181,8.398647700000001,5.7101915,14.189043000000002,1.4279503999999998,10.893163300000001
-1.2518767,53.0897738,E07000170,37,1161,25083.0,42.1,8.4180182,13.33314,4.3590808,13.543185000000003,1.9156385,18.098289
-0.9616604,53.349452,E07000171,10,183,24794.0,45.6,8.8716471,9.0156892,5.1014295,15.635263999999998,1.6118291,11.776149
-1.2170642,52.9782566,E07000172,24,1414,32044.0,43.2,9.3950481,17.756092000000002,3.8896802999999998,14.663648,1.7475041,24.967459999999996
-1.1071169,53.0260538,E07000173,31,982,29166.0,44.0,8.813404299999998,11.651613000000001,4.7745403,14.918923000000001,1.5158999999999998,15.545033
-1.1973365,53.1447678,E07000174,33,1419,21600.0,42.1,8.5082244,14.491803,4.1530876999999995,13.163788,2.1309624,19.868636000000002
-0.9443018,53.108954,E07000175,24,187,27586.0,45.2,8.755099999999999,8.1105704,5.3886375,15.959993,1.1616487,10.493518999999997
-1.0110622,52.9125011,E07000176,17,288,36684.0,43.9,8.9137833,9.4633138,5.035304200000001,15.747087000000002,1.2555295000000002,12.374080000000001
